NAME,latitude,longitude,per_alfalf,per_corn,per_otherH,per_peas,per_potato,per_soybea,per_swtCor,per_WWheat
Marquette,43.812579,-89.410321,4.868217330178072,12.265373543691545,0.647294460371220,0.046645700127355,0.365425304578435,7.312213739503616,0.069013614791827,0.336210848955818
Columbia,43.462247,-89.299006,5.085001091363466,26.501815658314872,0.570533313511739,0.048647939091274,0.070856971343456,11.404345134137783,0.103699555429801,1.278928130226348
Juneau,43.915607,-90.141183,2.815173531408283,7.936751881102858,0.342124523311804,0.122420777968329,0.577918959238115,6.522987453113114,0.259878746902469,0.278941673032402
Wood,44.466843,-90.057310,7.314862804194632,8.427565320497155,3.843778076237566,0.098761155929896,0.164776509441420,5.426336264733734,0.060926637741224,0.358149502576849
Barron,45.423555,-91.848409,5.095116152052616,16.342030152117417,2.037414816134957,0.000312277748113,0.079357592609941,9.885144159901323,0.158480969367898,0.347916452992424
Washburn,45.898270,-91.787607,0.767370078137270,2.607149129305556,0.883131929167841,0.000000000000000,0.000122177284822,1.502233456909514,0.003787495355161,0.023906014556692
Rusk,45.465233,-91.133090,2.286044630789761,4.937291093566004,2.900461450819144,0.000074637338585,0.001791296138299,3.205573765836213,0.001716658824643,0.028959289260594
Chippewa,45.074294,-91.279949,6.686910616344200,15.706536387832793,2.997611431976245,0.000166861360128,0.001401635375979,9.659424754238430,0.000567328624097,0.176229306187770
Dunn,44.946075,-91.893067,6.305548408117812,20.081302742358801,0.880083295214492,0.000000000000000,0.096926819743491,12.512369128340405,0.007886115075643,0.034411135529630
Eau Claire,44.726649,-91.286150,5.442581842437780,12.665604399054502,2.054720640759423,0.000161503464801,0.001776538113415,8.503122554442356,0.001022855277918,0.044736455650032
Calumet,44.090013,-88.218016,11.874037287262336,21.365074548221379,0.461899001772794,0.374353558672315,0.002627042342926,10.535383137821375,0.227939695863575,4.237127159004223
Brown,44.396709,-88.022962,14.862584784263522,21.060804479150679,0.750955368552025,0.013750375865030,0.002757643321629,5.935530395766176,0.009427291806637,2.873593469717223
Fond du Lac,43.762591,-88.488278,9.886183246603794,24.727182571164853,0.455942342731764,0.639534449530727,0.003994165771396,12.035541826429370,1.070471511697198,3.337739765223581
Winnebago,44.069074,-88.644637,5.107200560893662,15.127713919679906,0.589359956327534,0.125396598587206,0.002618297231625,10.731011817334467,0.056417588241418,2.652401606100159
Outagamie,44.416553,-88.464842,10.786835505298287,21.872731406898520,0.990016295314242,0.023515087424535,0.003775357557255,12.735698690035305,0.005716970236142,1.598010716954908
Taylor,45.203975,-90.500935,2.477194226018246,6.887033844227662,6.179893153091646,0.001871073137881,0.003212597740443,5.079505781333510,0.000988491488924,0.064146041720331
Clark,44.738662,-90.616090,9.616958610737415,15.678875116536140,4.883664372588654,0.000513257038094,0.001226114035983,8.672497600631354,0.000769885557131,0.357728610455845
Jackson,44.330511,-90.941519,3.368094447542665,8.536288155252070,0.971042499930414,0.000592877407374,0.001953007938061,5.532299576005588,0.001813507362173,0.083794252746033
Marathon,44.902304,-89.759052,8.468334617550148,13.620484868424015,5.868516797862410,0.028451487403760,0.169336010933293,7.141950856500420,0.103191227018627,0.409236219011330
Dodge,43.415394,-88.708104,7.963407008551864,27.351548006269123,0.412063542257822,0.353362247768703,0.010879921990536,15.385984611118220,0.478350886290031,2.684324126889909
Dane,43.075318,-89.425869,6.747715952219242,24.404717085510569,0.443527373659156,0.042145548100910,0.017489132516130,11.432333636983122,0.069844954262174,1.467108229659881
Sauk,43.422442,-89.952355,6.375634770671228,16.265909933358699,0.695496355947406,0.008476877111355,0.134669280109993,8.006272387002143,0.005951744369651,0.757686438725713
Green Lake,43.800687,-89.030487,5.645828436335464,22.662537848284138,0.569075331442586,0.771800190519484,0.062898100258138,8.682019602605093,1.388421626835299,1.652603654251132
Richland,43.383681,-90.426273,4.423676798789600,10.737441916067144,0.727299444544236,0.003233323684042,0.050107053478353,4.886687733818074,0.001281128092113,0.200972209517349
Jefferson,43.020268,-88.775722,5.209816014521496,25.109843168450180,0.419614221550701,0.025638860363145,0.016575822103055,15.048477370181997,0.050085214581170,1.576896991448671
Iowa,42.993638,-90.137588,5.556671972280548,14.735770206526748,0.506511860437759,0.002850873654069,0.183184423188087,9.673608365874594,0.002545447364839,0.372426835716686
Washington,43.368127,-88.230783,7.275380347317520,14.258447964969706,0.542552900107009,0.086317761595872,0.004379591233540,8.636984514337970,0.086715914139386,1.973914456085588
Waukesha,43.017577,-88.304317,2.115652404308408,6.802678088232222,0.592880706433620,0.034613636049647,0.007067195318392,5.001696690354480,0.023918173116130,0.823541261578582
Oconto,45.009479,-88.314471,6.423532836385488,10.551347494299316,1.083558185316526,0.009136605518741,0.034917178166713,4.876971813450290,0.008806696761807,0.732696134325707
Langlade,45.270180,-89.079363,2.921339887584268,3.184679021141665,1.645000852620572,0.375584090196760,1.996882704130409,1.052051419478759,0.440237387565347,0.469481505720668
Oneida,45.727424,-89.521390,0.413267133368731,0.228349161325392,0.248020471033828,0.002697200750547,0.153360491478243,0.181307525352807,0.008428752456511,0.043083207976152
Monroe,43.943049,-90.619042,4.665903770348550,10.195580484897063,0.898857296487774,0.000647596476949,0.001028535581402,5.831320122526490,0.005028396173002,0.089524467294032
Menominee,45.015212,-88.664828,0.069782446516759,0.086598279049706,0.035075295848646,0.000285381054735,0.000380508072022,0.023152141942353,0.000285381053645,0.005326034194714
Shawano,44.811141,-88.863782,10.162699896433720,15.670845776070404,1.167619546410100,0.006509293090247,0.027737155046699,5.670376986832652,0.018300756557751,0.742522849465976
Lincoln,45.337645,-89.734528,1.723034824731346,2.290281438263236,2.420531941545645,0.023334606742947,0.046937418564642,1.389987834939537,0.017012420401356,0.063068572710029
Price,45.680410,-90.361350,0.417598422372579,0.654293786706365,2.470334652394878,0.000190204342229,0.001086881955515,0.223262344935521,0.000298892537845,0.005380065428135
Waupaca,44.461183,-88.964814,8.008657407018632,14.418393558230830,1.463333298617149,0.008443023453472,0.228071572750269,6.508684629472730,0.182348716600885,0.660864958071627
Sawyer,45.897884,-91.173759,0.427938778942676,0.972087029055012,0.384911484576944,0.000000000000000,0.000206000262116,0.356121072696003,0.000231750294931,0.001879752411462
